Trace name,ID,On time,Freq,Tags,Type,Seconds
2013_03_22_0064,1,18136.36,,bout start; shock,Excitatory,18.13636
2013_03_22_0064,2,18154.5,55.1268,,Excitatory,18.1545
2013_03_22_0064,3,18174.49,50.025,,Excitatory,18.174490000000002
2013_03_22_0064,4,18195.76,47.0146,,Excitatory,18.19576
2013_03_22_0064,5,18218.8,43.4028,,Excitatory,18.218799999999998
2013_03_22_0064,6,18244.75,38.5356,,Excitatory,18.24475
2013_03_22_0064,7,18270.69,38.5505,,Excitatory,18.27069
2013_03_22_0064,8,18296.31,39.032,,Excitatory,18.296310000000002
2013_03_22_0064,9,18325.38,34.3997,,Excitatory,18.325380000000003
2013_03_22_0064,10,18354.41,34.4471,,Excitatory,18.35441
2013_03_22_0064,11,18382.23,35.9454,bout end,Excitatory,18.38223
2013_03_22_0064,12,18770.42,2.5761,bout start; spontaneous,Excitatory,18.770419999999998
2013_03_22_0064,13,18790.07,50.8906,,Excitatory,18.79007
2013_03_22_0064,14,18812.44,44.7027,,Excitatory,18.81244
2013_03_22_0064,15,18834.93,44.4642,,Excitatory,18.83493
2013_03_22_0064,16,18861.27,37.9651,,Excitatory,18.86127
2013_03_22_0064,17,18889.09,35.9454,,Excitatory,18.88909
2013_03_22_0064,18,18918.38,34.1413,,Excitatory,18.918380000000003
2013_03_22_0064,19,18949.47,32.1647,,Excitatory,18.94947
2013_03_22_0064,20,18977.75,35.3607,,Excitatory,18.97775
2013_03_22_0064,21,19005.44,36.1141,bout end,Excitatory,19.00544
2013_03_22_0064,22,23162.23,0.2406,bout start; shock,Excitatory,23.16223
2013_03_22_0064,23,23180.78,53.9084,,Excitatory,23.18078
2013_03_22_0064,24,23201.4,48.4966,,Excitatory,23.201400000000003
2013_03_22_0064,25,23219.6,54.9451,,Excitatory,23.2196
2013_03_22_0064,26,23242.09,44.4642,,Excitatory,23.24209
2013_03_22_0064,27,23269.68,36.245,,Excitatory,23.26968
2013_03_22_0064,28,23301.84,31.0945,,Excitatory,23.301840000000002
2013_03_22_0064,29,23338.34,27.3973,,Excitatory,23.338340000000002
2013_03_22_0064,30,23360.91,44.3066,,Excitatory,23.36091
2013_03_22_0064,31,23393.27,30.9023,,Excitatory,23.39327
2013_03_22_0064,32,23423.08,33.5458,,Excitatory,23.423080000000002
2013_03_22_0064,33,23453.38,33.0033,bout end,Excitatory,23.453380000000003
2013_03_22_0060,1,14026.97,,bout start; shock,Cell-attached,14.02697
2013_03_22_0060,2,14051.48,40.7997,,Cell-attached,14.05148
2013_03_22_0060,3,14072.6,47.3485,,Cell-attached,14.072600000000001
2013_03_22_0060,4,14108.22,28.0741,,Cell-attached,14.10822
2013_03_22_0060,5,14140.71,30.7787,bout end,Cell-attached,14.140709999999999
2013_03_22_0060,6,26642.63,0.08,bout start; shock,Cell-attached,26.64263
2013_03_22_0060,7,26661.3,53.5619,,Cell-attached,26.6613
2013_03_22_0060,8,26681.47,49.5786,,Cell-attached,26.68147
2013_03_22_0060,9,26711.34,33.4784,,Cell-attached,26.71134
2013_03_22_0060,10,26744.4,30.248,bout end,Cell-attached,26.744400000000002
2013_03_22_0060,11,31393.86,0.2151,bout start; shock,Cell-attached,31.39386
2013_03_22_0060,12,31416.69,43.802,,Cell-attached,31.41669
2013_03_22_0060,13,31441.06,41.0341,,Cell-attached,31.44106
